claim_id,kind,file,line,assertion
C-386,other,docs/verified/deployments.md,37,Deployed because task 0.4 established no RWA-linked instrument is live on X Layer testnet.
C-387,other,docs/verified/exchangeos-availability.md,3,This is the Phase 2 gate.
C-388,other,docs/verified/exchangeos-availability.md,7,Exchange OS has NO public developer surface on X Layer testnet as of this date.
C-389,other,docs/verified/exchangeos-availability.md,23,There is no Exchange OS developer section to read.
C-390,formal,docs/verified/exchangeos-availability.md,28,"These hostnames were guesses, so this is weak corroboration, not proof."
C-391,testing,docs/verified/exchangeos-availability.md,31,"Press coverage states external-builder venue deployment is ""scheduled for Q3 2026 through the XIP-Exchange OS governance process"", and the first venue (2026 World Cup Outcomes) was a simulated market run by X Layer itself, not an open developer environment."
C-392,chain,docs/verified/exchangeos-availability.md,47,"The chain itself: verified, chain ID 1952, blocks producing at roughly 0.8s, gas price 20,000,001 wei, deploys and transactions confirmed working."
C-393,other,docs/verified/exchangeos-availability.md,53,"Fully real onchain, but the venue is ours, so ""deep Exchange OS integration"" is not demonstrable."
C-394,other,evidence/gates/phase-1.md,6,"It bought one thing that does count, and it was not on the plan: **cargo-mutants found 37 surviving mutants in the risk engine**, the crate holding every limit check."
C-395,testing,evidence/gates/phase-1.md,39,"**No limit boundary was pinned anywhere.** `>` could become `>=` on the mark-age check, the market cap, the gross cap, the net skew cap, the free-margin floor, the RWA share cap and the human-approval threshold, and every test still passed."
C-396,other,evidence/gates/phase-1.md,42,"**The post-trade projection was never exercised against a non-empty book.** `existing + order` could become `existing - order` unnoticed, which is exactly the creep-past-a-limit-one-order-at-a-time bug the code comment at `lib.rs:448` says the projection exists to prevent."
C-397,testing,evidence/gates/phase-1.md,46,"**The shipped defaults were asserted nowhere.** Every test built its own limits, so `Limits::conservative_testnet` (the configuration the demo actually runs) could have `5 * MICRO` become `5 + MICRO` with no failure."
C-398,testing,evidence/gates/phase-1.md,52,"Twelve tests were written, each naming the mutant it kills."
C-399,other,evidence/gates/phase-1.md,52,"Result: **91 caught, 0 survived.**"
C-400,testing,evidence/gates/phase-1.md,54,"One of the two final survivors was an EQUIVALENT mutant: `projected_gross > 0` where the else branch was unreachable, because gross is non-negative and a zero-size order is already refused."
C-401,chain,evidence/gates/phase-2-v21.md,7,"`evidence/CHAIN-OF-EVIDENCE.md` now holds **33 rows**, each with a claim, an artifact, an exact reproduce command, a DEMONSTRATED or INFERRED label, and a task number."
C-402,chain,evidence/gates/phase-2-v21.md,7,"Every row was added through `scripts/43-chain-add.sh`, which REFUSES a DEMONSTRATED row whose artifact is not on disk, so a row's presence means the artifact exists."
C-403,other,evidence/gates/phase-2-v21.md,26,**Recall was far too low.** Requiring a digit in the sentence found only 4 assertions in a 236-line README.
C-404,other,evidence/gates/phase-2-v21.md,28,"An inventory that misses claims is worse than one that over-includes, because 2.6 deletes claims that fail and a claim missing from the inventory is never checked at all."
C-405,other,evidence/gates/phase-2-v21.md,33,"R-SEARCH-4 was in v1's rules and was never once obeyed, because the tool was never installed."
C-406,chain,evidence/gates/phase-2-v21.md,37,"The graph shows `now_ms` inside `risk-engine` is a **Field** (`crates/risk-engine/src/lib.rs:138`), not a call, while the actual clock reads live in `coordination-api` and `chain-client`."
C-407,other,evidence/gates/phase-2-v21.md,42,"One honest limit is recorded with it: `search_graph` ranks by BM25 over identifier names, so it finds what is NAMED for a concept and can miss what implements it under another name."
C-408,formal,evidence/gates/phase-2-v21.md,42,"It is a better starting point than grep and it is not a proof of absence, which is why the clock question alone carries a second independent check."
C-409,chain,evidence/gates/phase-2-v21.md,51,"chain id **1952**, confirmed live."
C-410,chain,evidence/gates/phase-2-v21.md,52,"block time **1.000s**, measured as 300 seconds over 300 blocks rather than quoted."
C-411,other,evidence/gates/phase-2-v21.md,52,"The README said ""~1.0 s, measured twice independently"" and now says the measured number."
C-412,other,evidence/gates/phase-2-v21.md,54,"**7 of 7** addresses in `docs/verified/deployments.md` return non-empty bytecode, each with a keccak of the returned code so a redeploy would show as a changed hash at an unchanged address."
C-413,chain,evidence/gates/phase-2-v21.md,63,"**18 transactions resolved, 18 with status 0x1, 0 reverted.** Twelve further 32-byte values are reported as NOT-A-TX (market ids, keccak hashes), because the difference between ""not a transaction"" and ""a transaction that does not exist"" is the whole point of the task."
C-414,other,evidence/gates/phase-2-v21.md,86,"The JUDGE-GUIDE said 40 `OrderNotionalTooLarge` refusals meant ""the engine wanted to trade larger and was refused""."
C-415,other,evidence/gates/phase-2-v21.md,94,**2.6** cut anything that does not reproduce.
C-416,chain,evidence/gates/phase-2-v21.md,94,`scripts/44-chain-verify.sh` exists and runs every row's command; the cut list is produced from its report.
C-417,formal,evidence/gates/phase-2.md,25,invariant 5 holds live onchain: gross equals sum of parts
C-418,other,evidence/gates/phase-2.md,35,The venue is self-deployed.
C-419,formal,evidence/gates/phase-2.md,43,"Foundry invariant campaign was near-vacuous: an ungated kill in the handler halted the guard in roughly a third of calls, after which no cap could break even in principle."
C-420,formal,evidence/gates/phase-2.md,52,"Item 2 is the one worth keeping in mind: two of the three most impressive-looking artifacts in this phase, the invariant campaign and the property suite, were initially passing for the wrong reason."
C-421,other,evidence/gates/phase-3.md,3,"Between task 1.15 (which installed the toolchain) and Phase 4 (which built the panels), `ui-v2/src/main.tsx` held a three-line placeholder whose text named the gate, so shipping it by accident would have been obvious rather than plausible."
C-422,other,evidence/gates/phase-3.md,14,"Scale, measured rather than described: `apps/terminal` is 517 source files and 70,389 lines, `packages/hl-react` 53 files and 4,526 lines, `packages/ui` 42 files and 5,681 lines."
C-423,other,evidence/gates/phase-3.md,23,Its first run reported **43 invalid** (short-form filenames the resolver could not find); the resolver now falls back to a unique-basename lookup and refuses ambiguous ones.
C-424,version,evidence/gates/phase-3.md,29,A study whose own summary is wrong by 40% is the small version of the failure this phase exists to prevent.
C-425,other,evidence/gates/phase-3.md,37,"**Layout is a 40-line constants file** (`apps/terminal/src/config/layout.ts:1-40`), not sizes scattered through components."
C-426,other,evidence/gates/phase-3.md,37,It includes `positions.disconnectedMinHeightPx: 180` beside `positions.minHeightPx: 400` (`config/layout.ts:12`): a panel reserves LESS height when there is nothing to show.
C-427,other,evidence/gates/phase-3.md,42,**The type scale is shifted one step down from stock Tailwind** (`packages/ui/src/globals.css:42-57`).
C-428,other,evidence/gates/phase-3.md,42,Their `text-2xs` is 12px/16px and their `text-sm` is 16px.
C-429,other,evidence/gates/phase-3.md,46,"**Row counts are derived from measured height and passed into the DATA layer** (`use-orderbook-rows.ts:3-26`, consumed at `orderbook-panel.tsx:52-56`)."
C-430,other,evidence/gates/phase-3.md,49,"**Updates are batched to one animation frame** (`batch-updater.ts:15-56`) and staleness is one watchdog with per-key thresholds (`staleness.ts:20-109`), not a timer per component."
C-431,version,evidence/gates/phase-3.md,57,"One independent confirmation of a decision made earlier: their `apps/terminal/package.json` pins `@tanstack/react-table` at **8.21.3**, exactly the version task 1.15 pinned while 9.1.2 is current."
C-432,other,evidence/gates/phase-3.md,67,"Twelve patterns transfer, five do not, each with a reason: `docs/decisions/ADR-013-ui-primitives.md`."
C-433,chain,evidence/gates/phase-3.md,70,"Not taken, and why: `packages/ui` itself (different primitive layer), the WebSocket transport (we poll JSON-RPC, though the batching and staleness IDEAS transfer because the problems are ours too), TanStack Start SSR (their own terminal route sets `ssr: false` at `routes/perp.tsx:7`), Lingui i18n (one locale), and `react-resizable-panels` (only if a draggable split earns it)."
C-434,other,evidence/gates/phase-3.md,84,**OPEN.** `evidence/ui-study.md` exists with 70 verified citations against a threshold of 30.
C-435,other,evidence/gates/phase-4.md,26,"The agent adapted as its own fills changed the book: measured depth imbalance went 3750 to 5172 to 6296 bps, and it chose a different order and a different size each cycle."
C-436,testing,evidence/gates/phase-4.md,43,"`assert_real_search` refuses to journal a cycle that evaluated one candidate, and a test asserts the count is never 1."
C-437,other,evidence/gates/phase-4.md,48,"Raw values were fed straight across, making every notional read about 1e24 times too large, so the risk engine refused 10 of 11 candidates every cycle."
C-438,other,evidence/gates/phase-4.md,53,"After the fix the agent sells into bids when the book is ask-heavy, which is the correct read."
C-439,other,evidence/gates/phase-4.md,61,"Both changed the agent from ""does nothing, looks careful"" to ""acts for a stated reason""."
C-440,other,evidence/gates/phase-4.md,72,"Variety appears when state changes, which is visible in the run-mode sequence above where the agent's own fills moved the book."
C-441,version,evidence/gates/phase-4.md,79,"The unflattering number is kept here rather than replaced, because the first version of this script compared every journal entry ever written, which inflated the engine's variety to 5 distinct actions against the baseline's 1."
C-442,other,evidence/gates/phase-4.md,91,"The venue is self-deployed and thin, so adverse selection, the main real cost of taking liquidity, is not represented."
C-443,testing,evidence/gates/phase-4.md,99,"55 Rust tests green across 7 crates, including proptest properties for ""approved actions always satisfy the risk engine"" and ""ranking is deterministic""."
C-444,onchain,evidence/gates/phase-5.md,36,"onchain live: with the issuer paused, `addExposure` REFUSED and `reduceExposure` ACCEPTED in the same session (`0xd2ae42fd...`)"
C-445,other,evidence/gates/phase-5.md,42,A flag is something an agent could set wrongly and slip past every RWA refusal.
C-446,formal,evidence/gates/phase-5.md,67,"7 Halmos theorems on the RWA guard, all passing; injected violation caught (removing the pause refusal made `check_pausedRefusesEveryAmount` FAIL)"
C-447,other,evidence/gates/phase-5.md,86,The RWA concentration cap was originally a pure share of gross.
C-448,other,evidence/gates/phase-5.md,86,"On an empty book the first RWA position is 100 percent of gross, so any share cap below 10000 bps refused it forever."
C-449,other,evidence/gates/phase-5.md,86,"That is not a conservative limit, it is an unsatisfiable one."
C-450,other,evidence/gates/phase-5.md,86,"The cap is also skipped when reducing, for the same reason every other RWA check is."
C-451,version,evidence/gates/phase-5.md,98,Yield-aware quote skew and RWA hedging from the plan's 5.3.1 and 5.3.3 are not built.
C-452,other,evidence/gates/phase-6.md,3,"Captured 9 Aug 2026, re-verified after a WSL restart."
C-453,other,evidence/gates/phase-6.md,17,A caller cannot obtain a quote the agent itself would be refused.
C-454,other,evidence/gates/phase-6.md,19,"Quotes expire (15s) and carry an id, so an open-ended quote is not a free option written to the world."
C-455,other,evidence/gates/phase-6.md,22,"`GET /capacity` discovers headroom by ASKING the risk engine in a size ladder, never by recomputing limits locally."
C-456,other,evidence/gates/phase-6.md,22,Two implementations of one limit is how they diverge.
C-457,other,evidence/gates/phase-6.md,32,"The named fake win was ""the second agent is a button in our own UI calling an internal function""."
C-458,other,evidence/gates/phase-6.md,49,"The 409 on an oversized request is the most important line: it came from the same `RiskEngine::evaluate` the brain applies to itself, over HTTP, to a stranger."
C-459,chain,evidence/gates/phase-6.md,54,"The first run failed three checks for one cause: every authenticated request performed seven sequential chain reads costing seconds, so a 15 second quote expired before the client's next request completed, and the 60 second rate window reset mid-burst so the count could never accumulate."
C-460,other,evidence/gates/phase-6.md,67,"What was tried: per-socket read and write timeouts of 3 seconds, on the theory that a slow or half-open client was parked in `read_line`."
C-461,other,evidence/gates/phase-6.md,72,The rate limiter's 429 path has therefore never been OBSERVED tripping.
C-462,other,evidence/gates/phase-6.md,78,"It was deprioritised because Phase 7 and Phase 8 were unbuilt at the time, and an absent deliverable costs more than a disclosed limitation."
C-463,other,evidence/gates/phase-7.md,13,"`Learner` has no field, argument, or return type anywhere in its API that mentions `risk_engine::Limits`."
C-464,formal,evidence/gates/phase-7.md,17,"Pinned by `learning_cannot_reach_a_risk_limit_because_it_has_no_type_for_one`, which runs a full learning cycle and asserts the limits object is unchanged, and by the Phase 5 symbolic proof `check_onlyOwnerCanLoosenTheRwaPolicy` on the onchain side."
C-465,other,evidence/gates/phase-7.md,39,"That is not a bad signal, it is a broken scorer: on a static book the realized move is zero, `realized > 0` is false, so every forecast was counted incorrect and any signal decayed to no weight regardless of quality."
C-466,other,evidence/gates/phase-7.md,39,"Fixed with `DEAD_BAND_BPS`: moves under 5 bps are UNSCORED, not wrong, and counted in `unscored_flat` so a quiet venue is visible rather than hidden."
C-467,other,evidence/gates/phase-7.md,45,"**Pending forecasts were dropped on process exit.** A sequence of short runs reported `settled 0` while appearing to work, because outstanding forecasts never survived the process."
C-468,testing,evidence/gates/phase-7.md,45,"Pending decisions are now persisted, with a regression test that saves, reloads in a fresh `Learner`, and settles afterwards."
C-469,other,evidence/gates/phase-7.md,50,**The forecast horizon was shorter than the market's cadence.** At 6 seconds every forecast settled inside the same run against an unchanged price.
C-470,other,evidence/gates/phase-7.md,50,Raised to 60 seconds so settlement lands after the market has actually moved.
C-471,other,evidence/gates/phase-7.md,65,"The 12 parameter changes in the earlier run were driven by samples that the dead-band fix would now correctly exclude, so that run demonstrates the update MECHANISM rather than a sound learning outcome."
C-472,chain,evidence/gates/phase-7.md,75,"**The counterparty flow is SIMULATED and labelled.** Chain 1952 has 110 user transactions across 7 contracts per 300 blocks, so there is no organic flow to learn from."
C-473,version,evidence/gates/phase-7.md,82,Retrieval of similar past states from the plan's 7.2.3 is not built.
C-474,chain,evidence/gates/phase-8.md,25,"Loaded against the real repo it displayed: 87 journal entries, 79 cycles containing a refusal, `OrderNotionalTooLarge` refused 40 times, learning state with 2 settled outcomes and 1 unscored flat sample, the live thesis at block 37833004, and a candidate table where the chosen action and every rejected alternative carry their own score breakdown."
C-475,other,evidence/gates/phase-8.md,39,"Risk: ""no journal entries, runtime has not run"""
C-476,other,evidence/gates/phase-8.md,41,"Thesis, candidates, journal: ""no journal entries"" / ""journal.jsonl is empty or missing"""
C-477,other,evidence/gates/phase-8.md,42,"Measured numbers: 0 and n/a, never invented values"
C-478,other,evidence/gates/phase-8.md,52,"**A crossed book was paying the agent to trade.** The live thesis showed a spread of **-1333 bps**: the simulator had posted a bid above the resting ask, so the book was crossed."
C-479,chain,evidence/gates/phase-8.md,62,"**The footer claimed nothing was hardcoded while two values were.** Block time and gas price were transcribed from `docs/verified/chain-1952-reality.md`, not read live."
C-480,other,evidence/gates/phase-8.md,69,"It is a static file, so Vercel or Cloudflare Pages will host it as-is, but that is a Phase 9 task and it has not been done."
C-481,version,evidence/gates/phase-8.md,73,The coordination playground from the plan's 8.1.6 is not built.
C-482,other,evidence/gates/phase-8.md,73,"The API exists and the external Python agent exercises it, but there is no in-browser control for it."
C-483,formal,evidence/gates/phase-8.md,79,"Formal: 7 + 7 Halmos theorems, each with an injected violation caught."
C-484,other,evidence/gates/phase-9.md,27,**The docs claimed 49 Foundry tests when there were 50.** The crossed-book tests added in Phase 8 were never counted.
C-485,other,evidence/gates/phase-9.md,29,"**README linked `docs/invariants.md`, which did not exist.** It had been planned in Phase 3 and never written."
C-486,other,evidence/gates/phase-9.md,29,"Now written, and it is one of the more useful documents in the repo because it separates the 14 proven properties from the five explicitly unproven ones."
C-487,other,evidence/gates/phase-9.md,33,"It also produced ten false mismatches on its very first run, caused by a bug in the audit itself: `grep -c` prints `0` and *also* exits non-zero, so `|| echo 0` appended a second zero and every comparison against `""0""` failed."
C-488,other,evidence/gates/phase-9.md,40,"Exchange OS has no testnet surface and the venue and RWA instrument are self-deployed, so a judge learns that from us in the first screen rather than discovering it later."
C-489,formal,evidence/gates/phase-9.md,47,The most valuable entry in it is that no proof relates the offchain risk engine to the onchain guard.
C-490,formal,evidence/gates/phase-9.md,47,"They implement the same refusals deliberately and agreed in every observed case, but that agreement is not proven, and it is the highest-value future proof in the project."
C-491,other,evidence/gates/phase-9.md,51,`docs/mainnet-path.md` states plainly that **the Launch Grant is not reachable** for this project.
C-492,other,evidence/gates/phase-9.md,51,"API-executed volume is excluded and the cutoff is 31 Aug, ten days after submission, so an autonomous agent trading through an API cannot generate qualifying volume."
C-493,chain,evidence/gates/phase-9.md,64,"Must show a real explorer page with a real tx, the risk engine refusing an action, and the external Python agent in its own terminal, and must state on screen whether the run is continuous or edited."
